### DATA:
#
# 393
#      Q             I(Q)           Error     
1.58623933E-02  6.06155157E-01  5.43642370E-03
1.71313847E-02  3.41177404E-01  3.80332349E-03
1.84003762E-02  2.26192594E-01  3.16639873E-03
1.96693677E-02  1.73375726E-01  2.65415921E-03
2.09383591E-02  1.43094942E-01  2.46313028E-03
2.22073506E-02  1.16370186E-01  1.94491318E-03
2.34763421E-02  9.72038656E-02  1.83993985E-03
2.47453335E-02  8.22399408E-02  1.63501804E-03
2.60143250E-02  7.31090605E-02  1.46984437E-03
2.72833164E-02  6.42647445E-02  1.44533813E-03
2.85523079E-02  5.86089604E-02  1.19535462E-03
2.98212994E-02  5.16296513E-02  1.19939295E-03
3.10902908E-02  4.86060642E-02  1.11686438E-03
3.23592823E-02  4.46028449E-02  1.06988638E-03
3.36282738E-02  3.95935848E-02  9.82498284E-04
3.48972652E-02  3.83862182E-02  8.92461452E-04
3.61662567E-02  3.55956666E-02  8.88227776E-04
3.74352481E-02  3.42814513E-02  8.52519239E-04
3.87042396E-02  3.23778391E-02  8.37669242E-04
3.99732311E-02  2.84575839E-02  7.45279482E-04
4.12422225E-02  2.68006120E-02  7.08971173E-04
4.25112140E-02  2.60259714E-02  7.05468934E-04
4.37802055E-02  2.45260857E-02  6.65791449E-04
4.50491969E-02  2.30814256E-02  6.45902590E-04
4.63181884E-02  2.19101515E-02  6.07443973E-04
4.75871798E-02  2.03157291E-02  5.79739746E-04
4.88561713E-02  1.98309980E-02  5.98743907E-04
5.01251628E-02  1.92991849E-02  5.34645165E-04
5.13941542E-02  1.86473913E-02  5.21006994E-04
5.26631457E-02  1.77996177E-02  5.21490350E-04
5.39321372E-02  1.66692827E-02  4.96980269E-04
5.52011286E-02  1.68685708E-02  5.19586436E-04
5.64701201E-02  1.67990979E-02  4.65381570E-04
5.77391115E-02  1.61671974E-02  4.83514537E-04
5.90081030E-02  1.50289126E-02  4.55209607E-04
6.02770945E-02  1.44601520E-02  4.45395272E-04
6.15460859E-02  1.38004292E-02  4.28126514E-04
