### DATA:
#
# 393
#      Q             I(Q)           Error     
1.58623933E-02  5.94152689E-01  5.38207358E-03
1.71313847E-02  3.35633546E-01  3.77211603E-03
1.84003762E-02  2.29539350E-01  3.18958517E-03
1.96693677E-02  1.71774641E-01  2.64174910E-03
2.09383591E-02  1.41215891E-01  2.44678743E-03
2.22073506E-02  1.14928938E-01  1.93273928E-03
2.34763421E-02  9.34683681E-02  1.80415309E-03
2.47453335E-02  8.30121413E-02  1.64259761E-03
2.60143250E-02  7.23338127E-02  1.46196061E-03
2.72833164E-02  6.62737861E-02  1.46768615E-03
2.85523079E-02  5.78476489E-02  1.18750881E-03
2.98212994E-02  5.24326526E-02  1.20862632E-03
3.10902908E-02  4.81138565E-02  1.11114199E-03
3.23592823E-02  4.34438363E-02  1.05584390E-03
3.36282738E-02  3.92485075E-02  9.78160650E-04
3.48972652E-02  3.85692716E-02  8.94544064E-04
3.61662567E-02  3.53041515E-02  8.84540845E-04
3.74352481E-02  3.44901569E-02  8.55069491E-04
3.87042396E-02  3.14646102E-02  8.25731840E-04
3.99732311E-02  2.87669078E-02  7.49026483E-04
4.12422225E-02  2.68730596E-02  7.09894870E-04
4.25112140E-02  2.50865594E-02  6.93378155E-04
4.37802055E-02  2.37652715E-02  6.55608543E-04
4.50491969E-02  2.47045141E-02  6.68177614E-04
4.63181884E-02  2.27823593E-02  6.19140570E-04
4.75871798E-02  2.07931176E-02  5.86478156E-04
4.88561713E-02  2.08584815E-02  6.13750250E-04
5.01251628E-02  2.05237381E-02  5.50687662E-04
5.13941542E-02  1.89658292E-02  5.25411568E-04
5.26631457E-02  1.78741030E-02  5.22552466E-04
5.39321372E-02  1.73326228E-02  5.06291166E-04
5.52011286E-02  1.69309080E-02  5.20765199E-04
5.64701201E-02  1.55655881E-02  4.48029459E-04
5.77391115E-02  1.51148103E-02  4.68448008E-04
5.90081030E-02  1.46840680E-02  4.50373598E-04
6.02770945E-02  1.54272327E-02  4.59540024E-04
6.15460859E-02  1.43790133E-02  4.36921255E-04
6.28150774E-02  1.45354010E-02  4.22405225E-04
6.40840689E-02  1.26722958E-02  4.18441137E-04
6.53530603E-02  1.30645698E-02  3.97902535E-04
6.66220518E-02  1.25069106E-02  3.98079312E-04
