### DATA:
#
# 393
#      Q             I(Q)           Error     
1.58623933E-02  8.19799900E-01  2.82693142E-03
1.71313847E-02  4.11879122E-01  1.86851493E-03
1.84003762E-02  2.54808009E-01  1.50269805E-03
1.96693677E-02  1.83386147E-01  1.22054247E-03
2.09383591E-02  1.46077618E-01  1.11276505E-03
2.22073506E-02  1.16355941E-01  8.69588461E-04
2.34763421E-02  9.91845280E-02  8.31051904E-04
2.47453335E-02  8.78134519E-02  7.55442656E-04
2.60143250E-02  7.84429088E-02  6.80775556E-04
2.72833164E-02  6.98383898E-02  6.73706993E-04
2.85523079E-02  6.49786443E-02  5.62802248E-04
2.98212994E-02  6.11486323E-02  5.83666726E-04
3.10902908E-02  5.61094992E-02  5.36571140E-04
3.23592823E-02  5.33204265E-02  5.23126742E-04
3.36282738E-02  5.12529016E-02  4.99867892E-04
3.48972652E-02  4.90432195E-02  4.51116532E-04
3.61662567E-02  4.62094955E-02  4.52729728E-04
3.74352481E-02  4.47732732E-02  4.35864553E-04
3.87042396E-02  4.17210683E-02  4.25304694E-04
3.99732311E-02  4.05280627E-02  3.97735566E-04
4.12422225E-02  3.96864004E-02  3.85887426E-04
4.25112140E-02  3.78796458E-02  3.80858255E-04
4.37802055E-02  3.75381447E-02  3.68605310E-04
4.50491969E-02  3.64049077E-02  3.62925086E-04
4.63181884E-02  3.58579382E-02  3.47529480E-04
4.75871798E-02  3.50681767E-02  3.40740720E-04
4.88561713E-02  3.43327820E-02  3.52598436E-04
5.01251628E-02  3.36748026E-02  3.15988029E-04
5.13941542E-02  3.26601043E-02  3.08896822E-04
5.26631457E-02  3.20678838E-02  3.13216646E-04
5.39321372E-02  3.17877457E-02  3.07114504E-04
5.52011286E-02  3.12608257E-02  3.17105703E-04
5.64701201E-02  3.06870844E-02  2.81292858E-04
5.77391115E-02  3.06052864E-02  2.97430641E-04
5.90081030E-02  3.02227251E-02  2.88855692E-04
6.02770945E-02  2.97778249E-02  2.85883783E-04
6.15460859E-02  2.89745778E-02  2.77152954E-04
6.28150774E-02  2.91506313E-02  2.66949908E-04
6.40840689E-02  2.82208975E-02  2.78667430E-04
